set,index,k,QQ,xB,t,phi,F,errF,varF,ReH,ReE,ReHt,ReEt,ImH,ImE,ImHt,ImEt,dvcs,F_true
54,4,10.992,7.11,0.499,-0.69787,67.5,0.000862079,9.25011e-05,0.1073,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000859753
54,5,10.992,7.11,0.499,-0.69787,82.5,0.000780905,7.78172e-05,0.09965,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000760044
54,6,10.992,7.11,0.499,-0.69787,97.5,0.000647319,6.4227e-05,0.09922,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000683851
54,7,10.992,7.11,0.499,-0.69787,112.5,0.000662985,6.94278e-05,0.10472,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000627537
54,8,10.992,7.11,0.499,-0.69787,127.5,0.000588781,6.38239e-05,0.1084,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000587181
54,9,10.992,7.11,0.499,-0.69787,142.5,0.000515869,6.3648e-05,0.12338,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000559558
54,10,10.992,7.11,0.499,-0.69787,157.5,0.000510652,5.73718e-05,0.11235,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000542351
54,11,10.992,7.11,0.499,-0.69787,172.5,0.000504787,5.7793e-05,0.11449,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000534099
54,12,10.992,7.11,0.499,-0.69787,187.5,0.000536744,6.55633e-05,0.12215,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000534099
54,13,10.992,7.11,0.499,-0.69787,202.5,0.000595294,7.36855e-05,0.12378,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000542351
54,14,10.992,7.11,0.499,-0.69787,217.5,0.000587459,6.81452e-05,0.116,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000559558
54,15,10.992,7.11,0.499,-0.69787,232.5,0.000528685,5.38942e-05,0.10194,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000587181
54,16,10.992,7.11,0.499,-0.69787,247.5,0.000618556,6.81216e-05,0.11013,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000627537
54,17,10.992,7.11,0.499,-0.69787,262.5,0.000697539,7.13931e-05,0.10235,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000683851
54,18,10.992,7.11,0.499,-0.69787,277.5,0.000800225,8.48398e-05,0.10602,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000760044
54,19,10.992,7.11,0.499,-0.69787,292.5,0.000817905,8.01875e-05,0.09804,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000859753
54,20,10.992,7.11,0.499,-0.69787,307.5,0.00103429,0.000132368,0.12798,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.000983561
54,21,10.992,7.11,0.499,-0.69787,322.5,0.00115078,0.00022293,0.19372,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.00112328
54,22,10.992,7.11,0.499,-0.69787,337.5,0.00112363,0.000583735,0.51951,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.00125466
54,23,10.992,7.11,0.499,-0.69787,352.5,0.000593435,0.00043586,0.73447,-1.72795,1.26128,0.441495,22.0415,1.28937,0,0.825801,0,0.000232928,0.00133772
55,0,10.992,7.1,0.498,-0.8556,37.5,0.000699738,0.000309053,0.44167,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000836057
55,1,10.992,7.1,0.498,-0.8556,52.5,0.000608591,0.000119515,0.19638,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000706976
55,2,10.992,7.1,0.498,-0.8556,67.5,0.000597715,5.68846e-05,0.09517,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000603749
55,3,10.992,7.1,0.498,-0.8556,82.5,0.000553426,4.506e-05,0.08142,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000527334
55,4,10.992,7.1,0.498,-0.8556,97.5,0.000502466,4.47949e-05,0.08915,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000472617
55,5,10.992,7.1,0.498,-0.8556,112.5,0.000471768,4.37801e-05,0.0928,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000434087
55,6,10.992,7.1,0.498,-0.8556,127.5,0.000407641,3.71157e-05,0.09105,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000407429
55,7,10.992,7.1,0.498,-0.8556,142.5,0.000391448,3.38485e-05,0.08647,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000389627
55,8,10.992,7.1,0.498,-0.8556,157.5,0.00038078,3.45025e-05,0.09061,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000378718
55,9,10.992,7.1,0.498,-0.8556,172.5,0.000365584,3.24383e-05,0.08873,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000373534
55,10,10.992,7.1,0.498,-0.8556,187.5,0.000416567,4.05944e-05,0.09745,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000373534
55,11,10.992,7.1,0.498,-0.8556,202.5,0.000371517,3.20173e-05,0.08618,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000378718
55,12,10.992,7.1,0.498,-0.8556,217.5,0.000434891,3.71831e-05,0.0855,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000389627
55,13,10.992,7.1,0.498,-0.8556,232.5,0.000427596,3.40708e-05,0.07968,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000407429
55,14,10.992,7.1,0.498,-0.8556,247.5,0.000384312,3.10332e-05,0.08075,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000434087
55,15,10.992,7.1,0.498,-0.8556,262.5,0.000429974,3.50644e-05,0.08155,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000472617
55,16,10.992,7.1,0.498,-0.8556,277.5,0.000522536,4.62915e-05,0.08859,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000527334
55,17,10.992,7.1,0.498,-0.8556,292.5,0.000615767,5.91444e-05,0.09605,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000603749
55,18,10.992,7.1,0.498,-0.8556,307.5,0.00081451,0.0001309,0.16071,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000706976
55,19,10.992,7.1,0.498,-0.8556,322.5,0.00071222,0.000345797,0.48552,-1.60191,1.09458,0.312658,17.78,1.08608,0,0.749294,0,0.000196519,0.000836057
56,0,8.521,5.6,0.61,-0.76451,7.5,0.000950556,5.95904e-05,0.06269,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000841489
56,1,8.521,5.6,0.61,-0.76451,22.5,0.00074681,4.59139e-05,0.06148,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.00083063
56,2,8.521,5.6,0.61,-0.76451,37.5,0.000781696,5.10291e-05,0.06528,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000810987
56,3,8.521,5.6,0.61,-0.76451,52.5,0.000833252,5.53863e-05,0.06647,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.00078588
56,4,8.521,5.6,0.61,-0.76451,67.5,0.000811617,5.11643e-05,0.06304,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000758772
56,5,8.521,5.6,0.61,-0.76451,82.5,0.000715353,4.6126e-05,0.06448,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000732474
56,6,8.521,5.6,0.61,-0.76451,97.5,0.00065284,4.35902e-05,0.06677,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000708849
56,7,8.521,5.6,0.61,-0.76451,112.5,0.00065356,4.53832e-05,0.06944,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000688905
56,8,8.521,5.6,0.61,-0.76451,127.5,0.000743584,5.05042e-05,0.06792,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.00067304
56,9,8.521,5.6,0.61,-0.76451,142.5,0.000720932,5.2628e-05,0.073,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000661305
56,10,8.521,5.6,0.61,-0.76451,157.5,0.000645505,4.82838e-05,0.0748,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000653595
56,11,8.521,5.6,0.61,-0.76451,172.5,0.0006794,4.77007e-05,0.07021,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.00064978
56,12,8.521,5.6,0.61,-0.76451,187.5,0.000608717,4.2178e-05,0.06929,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.00064978
56,13,8.521,5.6,0.61,-0.76451,202.5,0.000734211,5.22685e-05,0.07119,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000653595
56,14,8.521,5.6,0.61,-0.76451,217.5,0.00061098,4.41005e-05,0.07218,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000661305
56,15,8.521,5.6,0.61,-0.76451,232.5,0.00061462,4.48303e-05,0.07294,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.00067304
56,16,8.521,5.6,0.61,-0.76451,247.5,0.000672814,4.68548e-05,0.06964,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000688905
56,17,8.521,5.6,0.61,-0.76451,262.5,0.00074095,4.76357e-05,0.06429,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000708849
56,18,8.521,5.6,0.61,-0.76451,277.5,0.000784326,5.78205e-05,0.07372,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000732474
56,19,8.521,5.6,0.61,-0.76451,292.5,0.000701742,4.45887e-05,0.06354,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000758772
56,20,8.521,5.6,0.61,-0.76451,307.5,0.000681133,4.09974e-05,0.06019,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.00078588
56,21,8.521,5.6,0.61,-0.76451,322.5,0.00077011,4.68612e-05,0.06085,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000810987
56,22,8.521,5.6,0.61,-0.76451,337.5,0.000828473,5.16801e-05,0.06238,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.00083063
56,23,8.521,5.6,0.61,-0.76451,352.5,0.000896886,5.60015e-05,0.06244,-1.41559,1.1865,0.468359,15.157,1.13217,0,0.697348,0,0.000443705,0.000841489
57,0,8.521,5.62,0.612,-0.9042,7.5,0.000805331,7.0837e-05,0.08796,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000737893
57,1,8.521,5.62,0.612,-0.9042,22.5,0.000676446,5.76603e-05,0.08524,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000719168
57,2,8.521,5.62,0.612,-0.9042,37.5,0.000693579,5.81912e-05,0.0839,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000687473
57,3,8.521,5.62,0.612,-0.9042,52.5,0.000716522,5.24566e-05,0.07321,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000650646
57,4,8.521,5.62,0.612,-0.9042,67.5,0.000626703,4.75479e-05,0.07587,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.00061498
57,5,8.521,5.62,0.612,-0.9042,82.5,0.000593096,4.46364e-05,0.07526,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000583945
57,6,8.521,5.62,0.612,-0.9042,97.5,0.000614677,5.01023e-05,0.08151,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000558724
57,7,8.521,5.62,0.612,-0.9042,112.5,0.000563368,4.87145e-05,0.08647,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000539206
57,8,8.521,5.62,0.612,-0.9042,127.5,0.000535948,4.64077e-05,0.08659,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000524751
57,9,8.521,5.62,0.612,-0.9042,142.5,0.000484676,4.20602e-05,0.08678,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000514635
57,10,8.521,5.62,0.612,-0.9042,157.5,0.000502203,4.14569e-05,0.08255,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000508245
57,11,8.521,5.62,0.612,-0.9042,172.5,0.000418604,4.3133e-05,0.10304,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000505156
57,12,8.521,5.62,0.612,-0.9042,187.5,0.000388609,4.21563e-05,0.10848,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000505156
57,13,8.521,5.62,0.612,-0.9042,202.5,0.000471965,4.1278e-05,0.08746,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000508245
57,14,8.521,5.62,0.612,-0.9042,217.5,0.00050147,4.34524e-05,0.08665,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000514635
57,15,8.521,5.62,0.612,-0.9042,232.5,0.000461956,3.89059e-05,0.08422,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000524751
57,16,8.521,5.62,0.612,-0.9042,247.5,0.000457371,3.70562e-05,0.08102,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000539206
57,17,8.521,5.62,0.612,-0.9042,262.5,0.000523804,4.21296e-05,0.08043,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000558724
57,18,8.521,5.62,0.612,-0.9042,277.5,0.00054756,4.20416e-05,0.07678,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000583945
57,19,8.521,5.62,0.612,-0.9042,292.5,0.000594216,4.32173e-05,0.07273,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.00061498
57,20,8.521,5.62,0.612,-0.9042,307.5,0.000671255,4.75987e-05,0.07091,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000650646
57,21,8.521,5.62,0.612,-0.9042,322.5,0.000699556,4.85352e-05,0.06938,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000687473
57,22,8.521,5.62,0.612,-0.9042,337.5,0.000702196,5.18361e-05,0.07382,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000719168
57,23,8.521,5.62,0.612,-0.9042,352.5,0.000780406,6.69666e-05,0.08581,-1.32309,1.04985,0.377464,12.5938,1.00718,0,0.653909,0,0.000388869,0.000737893
58,0,8.521,5.64,0.615,-1.0482,7.5,0.000696165,0.000105358,0.15134,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000633807
58,1,8.521,5.64,0.615,-1.0482,22.5,0.000648827,9.28991e-05,0.14318,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000611467
58,2,8.521,5.64,0.615,-1.0482,37.5,0.000536998,6.20823e-05,0.11561,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000575841
58,3,8.521,5.64,0.615,-1.0482,52.5,0.000488839,5.12401e-05,0.10482,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000537631
58,4,8.521,5.64,0.615,-1.0482,67.5,0.000400064,3.39534e-05,0.08487,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000503602
58,5,8.521,5.64,0.615,-1.0482,82.5,0.000558562,5.13653e-05,0.09196,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000476191
58,6,8.521,5.64,0.615,-1.0482,97.5,0.000421874,3.77493e-05,0.08948,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000455336
58,7,8.521,5.64,0.615,-1.0482,112.5,0.000435005,4.03163e-05,0.09268,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000440037
58,8,8.521,5.64,0.615,-1.0482,127.5,0.000465477,4.57191e-05,0.09822,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000429173
58,9,8.521,5.64,0.615,-1.0482,142.5,0.000487414,4.63287e-05,0.09505,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000421804
58,10,8.521,5.64,0.615,-1.0482,157.5,0.000405406,3.90649e-05,0.09636,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000417249
58,11,8.521,5.64,0.615,-1.0482,172.5,0.000450713,4.59142e-05,0.10187,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000415075
58,12,8.521,5.64,0.615,-1.0482,187.5,0.000426272,4.0206e-05,0.09432,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000415075
58,13,8.521,5.64,0.615,-1.0482,202.5,0.000342387,3.366e-05,0.09831,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000417249
58,14,8.521,5.64,0.615,-1.0482,217.5,0.000379623,3.47924e-05,0.09165,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000421804
58,15,8.521,5.64,0.615,-1.0482,232.5,0.000441292,3.85689e-05,0.0874,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000429173
58,16,8.521,5.64,0.615,-1.0482,247.5,0.000441897,4.36461e-05,0.09877,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000440037
58,17,8.521,5.64,0.615,-1.0482,262.5,0.000470357,4.50649e-05,0.09581,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000455336
58,18,8.521,5.64,0.615,-1.0482,277.5,0.00045129,3.93976e-05,0.0873,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000476191
58,19,8.521,5.64,0.615,-1.0482,292.5,0.00050398,4.84376e-05,0.09611,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000503602
58,20,8.521,5.64,0.615,-1.0482,307.5,0.000480959,4.26611e-05,0.0887,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000537631
58,21,8.521,5.64,0.615,-1.0482,322.5,0.000547877,6.34058e-05,0.11573,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000575841
58,22,8.521,5.64,0.615,-1.0482,337.5,0.000670614,8.17814e-05,0.12195,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000611467
58,23,8.521,5.64,0.615,-1.0482,352.5,0.000411336,6.07378e-05,0.14766,-1.23389,0.93229,0.302124,10.6369,0.896717,0,0.611932,0,0.000342661,0.000633807
59,0,8.521,5.65,0.617,-1.18956,7.5,0.00060895,0.000296546,0.48698,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.00055537
59,1,8.521,5.65,0.617,-1.18956,22.5,0.000488192,0.000137074,0.28078,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000530535
59,2,8.521,5.65,0.617,-1.18956,37.5,0.00056074,8.17671e-05,0.14582,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000493264
59,3,8.521,5.65,0.617,-1.18956,52.5,0.000422576,5.46052e-05,0.12922,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000456229
59,4,8.521,5.65,0.617,-1.18956,67.5,0.000443583,6.54817e-05,0.14762,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000425605
59,5,8.521,5.65,0.617,-1.18956,82.5,0.000344176,4.63434e-05,0.13465,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000402457
59,6,8.521,5.65,0.617,-1.18956,97.5,0.000380199,4.18942e-05,0.11019,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000385719
59,7,8.521,5.65,0.617,-1.18956,112.5,0.000389952,4.50823e-05,0.11561,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000373917
59,8,8.521,5.65,0.617,-1.18956,127.5,0.000320587,3.74895e-05,0.11694,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000365782
59,9,8.521,5.65,0.617,-1.18956,142.5,0.000311859,3.3581e-05,0.10768,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000360384
59,10,8.521,5.65,0.617,-1.18956,157.5,0.000351872,3.81042e-05,0.10829,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000357097
59,11,8.521,5.65,0.617,-1.18956,172.5,0.000377921,3.79811e-05,0.1005,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000355542
59,12,8.521,5.65,0.617,-1.18956,187.5,0.000358515,3.92036e-05,0.10935,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000355542
59,13,8.521,5.65,0.617,-1.18956,202.5,0.000320888,3.74604e-05,0.11674,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000357097
59,14,8.521,5.65,0.617,-1.18956,217.5,0.000401158,4.06774e-05,0.1014,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000360384
59,15,8.521,5.65,0.617,-1.18956,232.5,0.000419744,4.38213e-05,0.1044,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000365782
59,16,8.521,5.65,0.617,-1.18956,247.5,0.000380278,4.34429e-05,0.11424,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000373917
59,17,8.521,5.65,0.617,-1.18956,262.5,0.000460246,4.74882e-05,0.10318,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000385719
59,18,8.521,5.65,0.617,-1.18956,277.5,0.000413177,4.45487e-05,0.10782,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000402457
59,19,8.521,5.65,0.617,-1.18956,292.5,0.000384741,3.86511e-05,0.10046,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000425605
59,20,8.521,5.65,0.617,-1.18956,307.5,0.000440565,5.62557e-05,0.12769,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000456229
59,21,8.521,5.65,0.617,-1.18956,322.5,0.000392303,5.6927e-05,0.14511,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000493264
59,22,8.521,5.65,0.617,-1.18956,337.5,0.000553919,0.000153618,0.27733,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.000530535
59,23,8.521,5.65,0.617,-1.18956,352.5,0.000704985,0.000192052,0.27242,-1.1558,0.835094,0.240785,9.19625,0.803524,0,0.574436,0,0.00030676,0.00055537
60,0,8.521,5.66,0.616,-1.3732,7.5,0.000150328,6.82987e-05,0.45433,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.000486764
60,1,8.521,5.66,0.616,-1.3732,22.5,0.000323693,0.00010645,0.32886,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.000457285
60,2,8.521,5.66,0.616,-1.3732,37.5,0.000231943,6.50854e-05,0.28061,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.000416994
60,3,8.521,5.66,0.616,-1.3732,52.5,0.000414919,8.39962e-05,0.20244,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.000381071
60,4,8.521,5.66,0.616,-1.3732,67.5,0.000279452,3.31486e-05,0.11862,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.000354093
60,5,8.521,5.66,0.616,-1.3732,82.5,0.000326305,3.69998e-05,0.11339,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.000335189
60,6,8.521,5.66,0.616,-1.3732,97.5,0.000284171,3.11907e-05,0.10976,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.000322273
60,7,8.521,5.66,0.616,-1.3732,112.5,0.000326595,3.56446e-05,0.10914,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.000313537
60,8,8.521,5.66,0.616,-1.3732,127.5,0.000290392,3.31222e-05,0.11406,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.000307695
60,9,8.521,5.66,0.616,-1.3732,142.5,0.000331253,3.18169e-05,0.09605,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.0003039
60,10,8.521,5.66,0.616,-1.3732,157.5,0.00027317,2.75737e-05,0.10094,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.000301622
60,11,8.521,5.66,0.616,-1.3732,172.5,0.00032579,2.98033e-05,0.09148,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.000300554
60,12,8.521,5.66,0.616,-1.3732,187.5,0.000318493,3.58273e-05,0.11249,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.000300554
60,13,8.521,5.66,0.616,-1.3732,202.5,0.000307907,3.07507e-05,0.09987,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.000301622
60,14,8.521,5.66,0.616,-1.3732,217.5,0.000354278,2.9979e-05,0.08462,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.0003039
60,15,8.521,5.66,0.616,-1.3732,232.5,0.00033225,3.2288e-05,0.09718,-1.07007,0.729973,0.173018,7.83419,0.699087,0,0.530713,0,0.000268378,0.000307695
